id,name,neighbourhood_cleansed,latitude,longitude,room_type,minimum_maximum_nights,license,Illegal,,,
38856134,Brand New Private Studio in Bernal Heights,Bernal Heights,37.74836,-122.40704,Entire home/apt,90,CITY REGISTRATION PENDING,illegal,,,
38862963,Treehouse Smart Home Loft in the Mission/ Potrero!,Mission,37.7647,-122.41203,Entire home/apt,360,,illegal,,,
38919136,"Smart Rincon Hill 1BR w/ Gym, Open-Air Hot Tub, nr. SVB by Blueground",Financial District,37.78726,-122.39632,Entire home/apt,1125,,illegal,,,
38927177,"Modern Remodel Home, entire top floor with deck",Ocean View,37.71419,-122.46367,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
38930864,Private Light-filled Suite in Artist Loft,Western Addition,37.78797,-122.43317,Entire home/apt,10,CITY REGISTRATION PENDING,legal,,,
38930971,"Lovely 2BR in San Francisco, Pet-Friendly",Bernal Heights,37.73307,-122.42846,Entire home/apt,1125,,illegal,,,
38931042,Pet-Friendly 3BR in San Francisco near BART,Bernal Heights,37.73251,-122.42724,Entire home/apt,1125,,illegal,,,
38931082,Furnished SF 3BR near BART & Shops + Pet-Friendly,Bernal Heights,37.7348,-122.42894,Entire home/apt,1125,,illegal,,,
38932373,Lake Merced Hills Retreat 2BED/2BATH with Parking,Lakeshore,37.71382,-122.48241,Entire home/apt,365,,illegal,,,
38940717,"Mod Marina District 2BR w/ W/D, Parking, nr. Marina Green by Blueground",Marina,37.80284,-122.44412,Entire home/apt,1125,,illegal,,,
38941151,"Ideal SoMa 1BR w/ Gym, Roofdeck, Doorman, walk to Uber by Blueground",South of Market,37.77845,-122.41367,Entire home/apt,1125,,illegal,,,
38955191,"SF Home- Mins to the Beach, 20 Mins to Downtown SF",Parkside,37.73956,-122.49561,Entire home/apt,1125,STR-0004170,legal,,,
38955369,Sonder | Duboce Apartments | Chic 2BR + Rooftop,Castro/Upper Market,37.76849,-122.4289,Entire home/apt,54,,legal,,,
38955881,Sonder | Duboce Apartments | Sunny 1BR + Rooftop,Castro/Upper Market,37.76673,-122.43008,Entire home/apt,365,,illegal,,,
38955882,Sonder | Duboce Apartments | Bright 1BR + Rooftop,Castro/Upper Market,37.76696,-122.43044,Entire home/apt,30,,legal,,,
38955892,Sonder | Duboce Apartments | Airy 1BR + Rooftop,Castro/Upper Market,37.76837,-122.42866,Entire home/apt,365,,illegal,,,
38956734,Sonder | Duboce Apartments | Stunning 2BR + Gym,Castro/Upper Market,37.76671,-122.43036,Entire home/apt,365,,illegal,,,
38956742,Sonder | Duboce Apartments | Serene 2BR + Rooftop,Castro/Upper Market,37.76841,-122.4289,Entire home/apt,365,,illegal,,,
38957356,Sonder | Duboce Apartments | Quaint 2BR + Rooftop,Castro/Upper Market,37.76852,-122.42893,Entire home/apt,365,,illegal,,,
38957472,"Lovely 2BR in NoPa, Pet-Friendly + Near Parks",Western Addition,37.77757,-122.44042,Entire home/apt,1125,,illegal,,,
38957520,Sonder | Duboce Apartments | Stunning 1BR + Gym,Castro/Upper Market,37.76795,-122.43016,Entire home/apt,365,,illegal,,,
38962352,Marina District Home Half Block from Marina Greens,Marina,37.80433,-122.43982,Entire home/apt,30,CITY REGISTRATION PENDING,legal,,,
39004975,Lower Haight Modern Private Studio,Western Addition,37.77134,-122.43009,Entire home/apt,60,,legal,,,
39005339,Lower Haight Hidden Studio,Western Addition,37.77284,-122.42999,Entire home/apt,1125,,illegal,,,
39009446,Sophisticated Stay on Sloat,Parkside,37.73396,-122.49305,Entire home/apt,364,,illegal,,,
39022475,"Rustic, whimsical Bernal house - sleeps 6!",Bernal Heights,37.73892,-122.41374,Entire home/apt,180,,illegal,,,
39028961,Modern Luxury apartment in Potrero Hill,South of Market,37.76729,-122.39829,Entire home/apt,1125,,illegal,,,
39034271,"Modern, Mid-Century 2-BR House near Twin Peaks",Twin Peaks,37.74673,-122.44826,Entire home/apt,180,,illegal,,,
39048019,Charming Mission Cottage,Mission,37.7551,-122.41337,Entire home/apt,1125,,illegal,,,
39059946,Charming San Francisco Apartment!,Marina,37.79878,-122.4454,Entire home/apt,1125,,illegal,,,
39061848,Golden Gate Park - USF Designers Home,Inner Richmond,37.77549,-122.46003,Entire home/apt,180,,illegal,,,
39089784,Waterfront living in South Beach 2BR/2BA condo,South of Market,37.78658,-122.3917,Entire home/apt,1125,,illegal,,,
39093552,"Mod Lower Nob Hill Studio w/ City Views, Courtyard, CVS, by Blueground",Downtown/Civic Center,37.78753,-122.42131,Entire home/apt,1125,,illegal,,,
39108917,Boutique space/ Entire Guest Suite/Private,Bernal Heights,37.74023,-122.40888,Entire home/apt,1125,1106168,illegal,,,
39110674,San Francisco's Cole Valley Jewel,Haight Ashbury,37.76634,-122.44904,Entire home/apt,1125,,illegal,,,
39133017,Embarcadero Condo w/ Waterfront View of Bay Bridge,South of Market,37.78842,-122.38908,Entire home/apt,1125,1107268,illegal,,,
39137086,Luxurious.Bright.Spacious 2 Bedroom Marina Suite,Marina,37.80437,-122.42533,Entire home/apt,14,CITY REGISTRATION PENDING,legal,,,
39155692,Bright and Airy Nob Hill Flat With Views,Nob Hill,37.79566,-122.4165,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39168294,Entire Guest Suite - 4 mins walk to muni train,West of Twin Peaks,37.74091,-122.46427,Entire home/apt,1125,STR-0003751,legal,,,
39204707,The Russian Hill Boat House - Amazing Location,Russian Hill,37.79838,-122.4204,Entire home/apt,365,,illegal,,,
39208680,Cozy two bedroom in S.F Mission Terrace,Outer Mission,37.72911,-122.43759,Entire home/apt,1125,1111267,illegal,,,
39236144,"Modern Mission Bay 1BR w/ Gym, BBQ, near Caltrain, by Blueground",South of Market,37.77269,-122.3909,Entire home/apt,1125,,illegal,,,
39243166,"Smart Rincon Hill 1BR w/ Gym, Rooftop Solarium, nr. SVB, by Blueground",Financial District,37.78726,-122.39632,Entire home/apt,1125,,illegal,,,
39243209,"Ideal Rincon Hill 1BR w/ Gym, Rooftop, near Bay Bridge, by Blueground",Financial District,37.78726,-122.39632,Entire home/apt,1125,,illegal,,,
39246715,Walk to Moscone; Luxury SoMa 2b/1b + Secret Garden,South of Market,37.77407,-122.40203,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39248961,Landing | Luxury Apartment in SOMA,South of Market,37.78705,-122.39323,Entire home/apt,1125,,illegal,,,
39263755,"Sleek Russian Hill 2BR w/ City Views, near Restaurants, by Blueground",Nob Hill,37.79672,-122.41445,Entire home/apt,1125,,illegal,,,
39265448,"Ideal Rincon Hill 2BR w/ W/D, Parking, nr. SVB, by Blueground",South of Market,37.78751,-122.3929,Entire home/apt,1125,,illegal,,,
39265929,"Lux Rincon Hill 1BR w/ Gym, Sauna, nr. SVB & (Hidden by Airbnb) , by Blueground",Financial District,37.78726,-122.39632,Entire home/apt,1125,,illegal,,,
39275317,Luxurious 4+ bedroom with views in Bernal Heights!,Bernal Heights,37.74128,-122.42035,Entire home/apt,90,,legal,,,
39276439,Beautiful Sea Cliff Main House Flat 2 Bedroom,Outer Richmond,37.77974,-122.50819,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39282114,Landing | Modern Apartment in Downtown San Fran!,South of Market,37.78742,-122.39305,Entire home/apt,1125,,illegal,,,
39283221,Landing | Luxury Apartment in Mission Bay,South of Market,37.77373,-122.39139,Entire home/apt,1125,,illegal,,,
39283327,Landing | Luxury Apartment in the Heart of SOMA,South of Market,37.77732,-122.41289,Entire home/apt,1125,,illegal,,,
39283663,Landing | Stay in a Luxury Mission Bay Apartment!,South of Market,37.77174,-122.39264,Entire home/apt,1125,,illegal,,,
39283802,Landing | Luxury Apartment in SOMA,South of Market,37.78705,-122.39247,Entire home/apt,1125,,illegal,,,
39284161,Landing | Mission Bay Apt - Walkable to Everything,South of Market,37.77284,-122.39094,Entire home/apt,1125,,illegal,,,
39284378,Landing | Stylish Luxury Apartment in Mission Bay,South of Market,37.77372,-122.39231,Entire home/apt,1125,,illegal,,,
39284390,Landing | Modern Apartment in downtown San Fran,South of Market,37.78819,-122.39195,Entire home/apt,1125,,illegal,,,
39284575,Landing | Stunning Apartment in Mission Bay,South of Market,37.77286,-122.39256,Entire home/apt,1125,,illegal,,,
39284812,Landing | Luxury Apartment Home in Mission Bay,South of Market,37.77231,-122.39082,Entire home/apt,1125,,illegal,,,
39284842,Landing | Stay in the Heart of Mission Bay!,South of Market,37.77145,-122.392,Entire home/apt,1125,,illegal,,,
39285016,Landing | Stunning Luxury Apartment in SOMA,South of Market,37.77462,-122.40991,Entire home/apt,1125,,illegal,,,
39285202,Landing | SOMA Apartment Living Full of Amenities!,South of Market,37.77295,-122.41049,Entire home/apt,1125,,illegal,,,
39285365,Landing | Stylish SOMA Apartment on Fremont Street,South of Market,37.78705,-122.39303,Entire home/apt,1125,,illegal,,,
39285396,Landing | Walkable SOMA 1 Bedroom Apartment,South of Market,37.77309,-122.4084,Entire home/apt,1125,,illegal,,,
39285514,Landing | Stylish and Cozy SOMA Apartment,South of Market,37.77411,-122.41007,Entire home/apt,1125,,illegal,,,
39285612,Landing | Stay in our Beautiful SOMA Apartment,South of Market,37.77438,-122.4085,Entire home/apt,1125,,illegal,,,
39285640,Landing | Mission Bay Apartment - Perfect Location,South of Market,37.77343,-122.39205,Entire home/apt,1125,,illegal,,,
39285676,Landing | SoMa Luxury Apartment - Walk anywhere!,South of Market,37.77844,-122.40226,Entire home/apt,1125,,illegal,,,
39285957,Landing | Stay in the Heart of SoMA,South of Market,37.78023,-122.40374,Entire home/apt,1125,,illegal,,,
39286025,Landing | Stylish Mission Bay Apartment,South of Market,37.77313,-122.39068,Entire home/apt,1125,,illegal,,,
39286250,Landing | Stunning Luxury Apartment in Dogpatch,Potrero Hill,37.7582,-122.39106,Entire home/apt,1125,,illegal,,,
39286358,Landing | Stunning Mission Bay Luxury Apartment,South of Market,37.77377,-122.39064,Entire home/apt,1125,,illegal,,,
39286464,Landing | Stay in this Luxury Dogpatch Apartment,Potrero Hill,37.75989,-122.39119,Entire home/apt,1125,,illegal,,,
39286628,Landing | Live in style in our Dogpatch apartment,Potrero Hill,37.75985,-122.39084,Entire home/apt,1125,,illegal,,,
39286789,Landing | Luxury Apartment in Hayes Valley,Western Addition,37.77531,-122.42584,Entire home/apt,1125,,illegal,,,
39286907,Landing | Modern and Cozy Mission Bay Apartment,South of Market,37.77316,-122.39226,Entire home/apt,1125,,illegal,,,
39286946,Landing | Hayes Valley Modern & Stylish Apartment,Western Addition,37.77593,-122.425,Entire home/apt,1125,,illegal,,,
39287075,Landing | Stay like a Local in this Nob Hill Apt,Downtown/Civic Center,37.78703,-122.42025,Entire home/apt,1125,,illegal,,,
39288326,Landing | Apt in Rincon Hill by Transbay Center,Financial District,37.78749,-122.39471,Entire home/apt,1125,,illegal,,,
39288723,Landing | Luxury Apartment in Rincon Hill!,Financial District,37.78884,-122.39328,Entire home/apt,1125,,illegal,,,
39297827,Private 2 BR Guest Suite in Lower Pacific Heights,Western Addition,37.78758,-122.43051,Entire home/apt,14,CITY REGISTRATION PENDING,legal,,,
39298655,Alamo Square Remodeled 4BR Victorian,Western Addition,37.77732,-122.43102,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39304442,2 Bed Room Heart Of San Francisco,Downtown/Civic Center,37.78254,-122.41775,Entire home/apt,150,,illegal,,,
39317914,Top of the world views. Corona heights house,Castro/Upper Market,37.76266,-122.44402,Entire home/apt,1125,,illegal,,,
39318438,Light-filled studio in the Mission,Mission,37.75994,-122.4118,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39337552,Private garden level in-law in NOPA/Lower Haight,Haight Ashbury,37.77183,-122.4373,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39340175,Bright and Spacious Union Square Loft,South of Market,37.78277,-122.40661,Entire home/apt,1125,,illegal,,,
39343373,Inn at the Opera,Downtown/Civic Center,37.77818,-122.42279,Entire home/apt,7,CITY REGISTRATION PENDING,legal,,,
39350028,"Ideal SoMa 1BR w/ Rooftop, W/D, BBQ, near Muni, by Blueground",South of Market,37.78085,-122.4118,Entire home/apt,1125,,illegal,,,
39392535,Spacious & Sunny Mission Dolores Flat,Mission,37.76252,-122.42473,Entire home/apt,60,,legal,,,
39401866,"Mod Lower Nob Hill 1BR w/ Gym, Courtyard, near Hospital, by Blueground",Downtown/Civic Center,37.78809,-122.416,Entire home/apt,1125,,illegal,,,
39412236,"New 2 bdrm, Incredible Views! free parking, QUIET",Castro/Upper Market,37.75902,-122.44169,Entire home/apt,1125,,illegal,,,
39420577,A beautiful loft in the heart of Potrero Hill,Potrero Hill,37.76342,-122.39984,Entire home/apt,1125,STR-0004035,legal,,,
39422632,Cozy oasis in the heart of San Francisco,Castro/Upper Market,37.76887,-122.43717,Entire home/apt,50,341763,legal,,,
39446312,Russian Hill Home,Russian Hill,37.79821,-122.42027,Entire home/apt,1125,,illegal,,,
39459574,Richmond Garden Suite,Outer Richmond,37.77285,-122.49751,Entire home/apt,182,,illegal,,,
39461995,Broderick,Presidio Heights,37.78594,-122.45105,Entire home/apt,365,,illegal,,,
39462194,Charming 2 bedroom in Richmond,Inner Richmond,37.77624,-122.47036,Entire home/apt,365,,illegal,,,
39462898,Balboa Park Cottage,Ocean View,37.72176,-122.45427,Entire home/apt,365,,illegal,,,
39463871,Inner Sunset Studio,Inner Sunset,37.763,-122.46262,Entire home/apt,180,,illegal,,,
39465751,Ocean View Sunset Flat,Outer Sunset,37.75285,-122.49965,Entire home/apt,1125,STR-0004064,legal,,,
39465805,"Modern 1BR in San Francisco, Gym + Rooftop",South of Market,37.77279,-122.40897,Entire home/apt,1125,,illegal,,,
39465860,"Modern Studio in San Francisco, Gym + Rooftop",South of Market,37.77312,-122.40894,Entire home/apt,1125,,illegal,,,
39466274,Two Bedroom Nob Hill Apartment with Private Patio,Chinatown,37.79156,-122.40741,Entire home/apt,1125,,illegal,,,
39466439,Bright/Spacious Mission District Studio,Mission,37.76569,-122.41683,Entire home/apt,1125,,illegal,,,
39466761,Modern & Funky Artist Pad in Mid-Century Building,Nob Hill,37.79094,-122.409,Entire home/apt,1125,,illegal,,,
39468131,Lovely Studio in Nob Hill Near Cable Car,Chinatown,37.79336,-122.40852,Entire home/apt,1125,,illegal,,,
39488743,"Modern, Chic, 3br/2ba flat, patio, breakfast incl.",Outer Richmond,37.77681,-122.48907,Entire home/apt,28,1106833,legal,,,
39493318,"2-Bed Beautifully Furnished, SF Skyline/Bay, Quiet",Bayview,37.72751,-122.36964,Entire home/apt,77,1107012,legal,,,
39502984,"Stylish Studio in San Francisco, Gym + Rooftop",South of Market,37.77244,-122.41015,Entire home/apt,1125,,illegal,,,
39512393,Warm & relaxing Sunset home,Parkside,37.73794,-122.48761,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39531836,San Francisco Luxury Furnished Pool Home,Pacific Heights,37.79041,-122.43878,Entire home/apt,360,,illegal,,,
39531958,City Living at Its Finest in Lower Pacific Heights,Downtown/Civic Center,37.78336,-122.42142,Entire home/apt,1125,,illegal,,,
39532481,Bright Pad in Nob Hill Masterpiece,Chinatown,37.79095,-122.40752,Entire home/apt,1125,,illegal,,,
39532830,Richmond Charmer,Inner Richmond,37.77668,-122.47086,Entire home/apt,1125,,illegal,,,
39533902,Modernized 2-BR Victorian with Flow Bernal Hts,Bernal Heights,37.7385,-122.41353,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39534272,Richmond Garden Suite,Outer Richmond,37.77316,-122.50166,Entire home/apt,365,,illegal,,,
39537953,"Quiet, bright studio near ocean/SF State w/parking",Outer Sunset,37.74695,-122.49825,Entire home/apt,90,,legal,,,
39538536,Spacious ★ Prime Location ★ Laundry ★ Fast Wi-Fi,Parkside,37.74239,-122.48738,Entire home/apt,1125,STR-0004110,legal,,,
39543315,"Smart Dogpatch Studio w/ Gym, Firepit, near Caltrain, by Blueground",Potrero Hill,37.75903,-122.39169,Entire home/apt,1125,,illegal,,,
39551680,"Lux South Beach 1BR w/ Gym, Pool, Spa, near Muni, by Blueground",South of Market,37.78234,-122.38874,Entire home/apt,1125,,illegal,,,
39554443,Premier Russian Hill Home Away From Home,Russian Hill,37.80124,-122.41936,Entire home/apt,1125,,illegal,,,
39555772,"Charming 1BR in Nob Hill, Pet-Friendly",Nob Hill,37.79613,-122.41139,Entire home/apt,1125,,illegal,,,
39556384,Live Above it All in Russian Hill,Russian Hill,37.80032,-122.42012,Entire home/apt,1125,,illegal,,,
39556774,Stunning One Bedroom in Nob Hill with a View,Nob Hill,37.79575,-122.4123,Entire home/apt,1125,,illegal,,,
39558392,"Top-Notch Views, Top Tier Interiors!",Russian Hill,37.8012,-122.42292,Entire home/apt,1125,,illegal,,,
39558814,Two Bedroom at Stunning Historical Hillside Manor,Nob Hill,37.79401,-122.41179,Entire home/apt,1125,,illegal,,,
39559333,Modern Four Bedroom Hillgate Manor Gem,Nob Hill,37.79425,-122.41354,Entire home/apt,1125,,illegal,,,
39559956,"Charming, Cozy SF Studio Apt in Laurel Height",Presidio Heights,37.78262,-122.45698,Entire home/apt,30,,legal,,,
39560330,SOMA Condo With BBQ and Rooftop Deck,Financial District,37.79019,-122.39838,Entire home/apt,1125,,illegal,,,
39563720,"2965 - Luxury 3BD Home near HW 1, Golf, Beach, Zoo",Lakeshore,37.73276,-122.48099,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39565637,"Modern Apartment, close to Everything!",South of Market,37.77836,-122.41407,Entire home/apt,1125,STR-0002045,legal,,,
39578138,"Bright, Spacious 2BR Near Dolores Park + Parking",Mission,37.75812,-122.41856,Entire home/apt,1125,,illegal,,,
39580721,House of Peace,Western Addition,37.77721,-122.44554,Entire home/apt,29,STR-0001772,legal,,,
39582229,Picturesque Apartment on The Hill,North Beach,37.80045,-122.40278,Entire home/apt,1125,,illegal,,,
39582594,Embarcadero Waterfront Out Your Door,North Beach,37.80018,-122.40291,Entire home/apt,1125,,illegal,,,
39584068,One Bedroom Russian Hill Adobe,Russian Hill,37.80133,-122.42125,Entire home/apt,1125,,illegal,,,
39586486,Casita Mallorca,Marina,37.8017,-122.43841,Entire home/apt,1125,,illegal,,,
39595425,NEW! Stunning Views ❤️ Walk Downtown ❤️ 5★Host,Nob Hill,37.7961,-122.41167,Entire home/apt,180,,illegal,,,
39609400,Splendid Russian Hill Nest,Russian Hill,37.80011,-122.41884,Entire home/apt,180,,illegal,,,
39612994,Prime Russian Hill 5 Rm Flat*W/D*Deck*Garden Patio,Russian Hill,37.79678,-122.41592,Entire home/apt,45,,legal,,,
39626264,"Lux Dogpatch 1BR w/ Gym, near UCSF Medical Center, by Blueground",Potrero Hill,37.76269,-122.38836,Entire home/apt,1125,,illegal,,,
39630149,"A+LOCATION,QUIET STREET,SLEEP UP TO 12,24/7 ACCESS",Inner Richmond,37.77696,-122.47774,Entire home/apt,28,STR-0003658,legal,,,
39630426,Airy & Light Filled Space in Haight-Ashbury,Western Addition,37.76999,-122.43638,Entire home/apt,1125,,illegal,,,
39632562,Clean and Bright 3Bed&3 Bath 7 mins walk  to beach,Parkside,37.74544,-122.5,Entire home/apt,16,CITY REGISTRATION PENDING,legal,,,
39632642,Loft living in the heart of the city,South of Market,37.77653,-122.40491,Entire home/apt,30,,legal,,,
39634022,Stylish 2 Bedroom Apartment,Haight Ashbury,37.77054,-122.43738,Entire home/apt,1125,,illegal,,,
39647963,Spacious Marina Condo with Breathtaking Views,Marina,37.80336,-122.43781,Entire home/apt,1125,,illegal,,,
39650805,Lovely Guest Suite with private entrance,Outer Sunset,37.76404,-122.48516,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39654300,"Quiet, Clean, Bright & Spacious Condo!",Inner Richmond,37.77748,-122.45614,Entire home/apt,1125,1108028,illegal,,,
39654354,Spacious South Beach 2BR Apartment with Parking,South of Market,37.78003,-122.39008,Entire home/apt,1125,,illegal,,,
39695913,"Fantastic 1BR in South Beach, Gym + Pool",South of Market,37.78289,-122.38961,Entire home/apt,1125,,illegal,,,
39698918,Modern centrally located studio in the Mission,Mission,37.7697,-122.42288,Entire home/apt,30,CITY REGISTRATION PENDING,legal,,,
39701119,"30+ Day Corporate, Family or Long Term 2Bed/2Bath",Mission,37.75897,-122.41834,Entire home/apt,1125,,illegal,,,
39702316,Spacious + Modern + Cozy & Close to Golden Gate Park,Outer Sunset,37.762,-122.48326,Entire home/apt,29,STR-0004118,legal,,,
39707842,Financial district walk everywhere,Financial District,37.79783,-122.39649,Entire home/apt,1125,,illegal,,,
39720440,"Mod Dogpatch 2BR w/ Rooftop, Courtyard, BBQ, nr. Highways by Blueground",Potrero Hill,37.76253,-122.39188,Entire home/apt,1125,,illegal,,,
39721040,Garden Studio in Marina,Marina,37.79973,-122.42732,Entire home/apt,90,,legal,,,
39723266,"Lux Rincon Hill 1BR w/ Gym, Sauna, nr. Silicon Valley, by Blueground",Financial District,37.78726,-122.39632,Entire home/apt,1125,,illegal,,,
39728198,Russian Hill Pad with Views of the GG Bridge !,Russian Hill,37.80192,-122.42277,Entire home/apt,1125,,illegal,,,
39728688,"Studio in Bright, Gorgeous Victorian",Chinatown,37.79297,-122.40738,Entire home/apt,1125,,illegal,,,
39728983,One Bedroom in Breathtaking Nob Hill Spot,Chinatown,37.791,-122.40872,Entire home/apt,1125,,illegal,,,
39729672,Beautiful renovated and furnished studio in SF,West of Twin Peaks,37.73955,-122.44681,Entire home/apt,1125,1108146,illegal,,,
39737261,Sunny centrally  located with a large deck,Nob Hill,37.79569,-122.41326,Entire home/apt,600,,illegal,,,
39744792,"Mod Castro 1BR w/ W/D, Parking, Shared Pool, nr. Muni, by Blueground",Castro/Upper Market,37.76563,-122.42674,Entire home/apt,1125,,illegal,,,
39748522,Heritage Home Polished to Perfection,Nob Hill,37.7956,-122.41399,Entire home/apt,1125,,illegal,,,
39748970,Beautiful Apartment with Fascinating Views,North Beach,37.79885,-122.404,Entire home/apt,1125,,illegal,,,
39749596,Inviting & Comfy 2 Bedroom in Russian Hill,Russian Hill,37.80058,-122.42411,Entire home/apt,1125,,illegal,,,
39754090,Renovated Castro Single Family Cottage,Castro/Upper Market,37.76484,-122.43577,Entire home/apt,1125,,illegal,,,
39767170,"Airy North Beach 1BR w/ Pool, Fitness Center, near Muni, by Blueground",North Beach,37.80675,-122.41146,Entire home/apt,1125,,illegal,,,
39767203,"Mod North Beach Studio w/ Pool, Gym, walk to Muni, by Blueground",North Beach,37.80655,-122.41206,Entire home/apt,1125,,illegal,,,
39768371,"Lux North Beach Studio w/ Pool, Gym, Parking, nr. Muni, by Blueground",North Beach,37.80627,-122.4098,Entire home/apt,1125,,illegal,,,
39769393,"Airy Rincon Hill 1BR w/ Gym, Steam Room, nr. SVB & (Hidden by Airbnb) , by Blueground",Financial District,37.78726,-122.39632,Entire home/apt,1125,,illegal,,,
39772280,"Sleek Rincon Hill 2BR w/ Gym, Movie Theater, nr. (Hidden by Airbnb) , by Blueground",Financial District,37.78726,-122.39632,Entire home/apt,1125,,illegal,,,
39772640,"Contemporary Nob Hill Apartment, walk anywhere!",Downtown/Civic Center,37.78956,-122.41224,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39778548,Sonder | Duboce Apartments | Calm 1BR + Rooftop,Castro/Upper Market,37.76821,-122.4285,Entire home/apt,365,,illegal,,,
39778959,Modern + Pet-Friendly 2BR near Caltrain w/ Gym,Potrero Hill,37.75639,-122.39395,Entire home/apt,1125,,illegal,,,
39778999,"Upscale 1BR in San Francisco, Pet-Friendly",Potrero Hill,37.75812,-122.39368,Entire home/apt,1125,,illegal,,,
39779029,"Stylish 2BR in San Francisco, Pet-Friendly",Potrero Hill,37.75662,-122.39376,Entire home/apt,1125,,illegal,,,
39779050,"Stylish 1BR in San Francisco, Pet-Friendly",Potrero Hill,37.75682,-122.39354,Entire home/apt,1125,,illegal,,,
39779099,"Modern 2BR in San Francisco, Pet-Friendly",Potrero Hill,37.75709,-122.39372,Entire home/apt,1125,,illegal,,,
39779125,"Beautiful 1BR in San Francisco, Pet-Friendly",Potrero Hill,37.75816,-122.39373,Entire home/apt,1125,,illegal,,,
39779138,"Beautiful 2BR in San Francisco, Pet-Friendly",Potrero Hill,37.7569,-122.39567,Entire home/apt,1125,,illegal,,,
39783000,"Modern Studio, Stunning City Views on Potrero Hill",Potrero Hill,37.76292,-122.40444,Entire home/apt,27,STR-0004043,legal,,,
39796767,4bedrms/4bath  with sunny deck walk to down town,Nob Hill,37.79642,-122.41169,Entire home/apt,700,,illegal,,,
39798824,Nob hill Charming with sunny deck,Nob Hill,37.79578,-122.41211,Entire home/apt,600,,illegal,,,
39818471,Chic modern and quiet Marina 1-bdrm apartment,Marina,37.80171,-122.4425,Entire home/apt,60,CITY REGISTRATION PENDING,legal,,,
39818889,"Wyndham Canterbury, a timeshare resort",Downtown/Civic Center,37.78939,-122.41303,Entire home/apt,1125,1111359,illegal,,,
39821541,Luxury Studio in Heart of SF,South of Market,37.77653,-122.4126,Entire home/apt,90,CITY REGISTRATION PENDING,illegal,,,
39832250,Modern Private Pacific Heights Oasis,Western Addition,37.78764,-122.44212,Entire home/apt,1125,1111007,illegal,,,
39842492,Beautiful Condo in the Marina,Marina,37.80302,-122.43919,Entire home/apt,1125,,illegal,,,
39846822,"Modern, renovated 4br house, soaring ceilings",Glen Park,37.73784,-122.43681,Entire home/apt,1125,1108449,illegal,,,
39860097,"Mod North Beach 1BR w/ Pool, Parking, walk to Muni, by Blueground",North Beach,37.80675,-122.41146,Entire home/apt,1125,,illegal,,,
39860249,Classic-modern Victorian flat with deck and views,Castro/Upper Market,37.76208,-122.44511,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39875261,Fully Remodeled 2BR in SF!,Visitacion Valley,37.7165,-122.40179,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
39886447,"Smart Nob Hill Studio w/ Sauna, Gym, near Union Square, by Blueground",Nob Hill,37.7906,-122.41023,Entire home/apt,1125,,illegal,,,
39886541,"Smart SoMa 1BR w/ Gym, Pool, Spa, near SF MOMA, by Blueground",South of Market,37.7846,-122.3976,Entire home/apt,1125,,illegal,,,
39886593,"Ideal Nob Hill Studio w/ Sauna, Gym, near Union Square, by Blueground",Nob Hill,37.7906,-122.41023,Entire home/apt,1125,,illegal,,,
39896181,Lower Nob Hill Unit with 4 bedrooms,Downtown/Civic Center,37.78659,-122.41581,Entire home/apt,1125,,illegal,,,
39896327,Beautiful Family Home ❤️ of SF ⭐️ BBQ ⭐️ Hot Tub! ⭐️,Outer Mission,37.72655,-122.44003,Entire home/apt,22,CITY REGISTRATION PENDING,legal,,,
39901695,Artsy Cozy Home in Quiet SF Neighborhood,Visitacion Valley,37.72136,-122.40973,Entire home/apt,1125,STR-0001995,legal,,,
39908420,"Smart SOMA 2BR w/ Yoga Room, BBQ, walk to Uber & (Hidden by Airbnb) , by Blueground",South of Market,37.77692,-122.41534,Entire home/apt,1125,,illegal,,,
39909431,"Ideal Castro 1BR w/ W/D, Parking, Shared Pool, nr. Muni, by Blueground",Castro/Upper Market,37.76563,-122.42674,Entire home/apt,1125,,illegal,,,
39911005,"Lux Rincon Hill 2BR w/ Gym, Roofdeck, near Bay Bridge, by Blueground",South of Market,37.78726,-122.39272,Entire home/apt,1125,,illegal,,,
39947094,"Private, bright BEDROOM in 3 bedroom flat",West of Twin Peaks,37.72847,-122.4602,Entire home/apt,1125,,illegal,,,
39947154,"Clean 2BR house, great for family & business trip",Crocker Amazon,37.71174,-122.44264,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
